Applicant Name,Job Role,Phone,Email,Companies Worked For,Years of Work Experience,Skills,Referees,LinkedIn Profile,Certifications,Education Background,Education Institutions
Joseph Johnson,Technician,852-213-1877x968,kbell@example.org,"Power, State, State, of Art, Leadership, Cleveland State University, Bryant & Stratton College, City, C, ##ahoga Community College, City State",18,"Microsoft Excel, Word, ##Point, Internet Experience, I, 9",No,https://linkedin.com/in/gmartin,"Certification, Training","Bachelors, Degree","Power, State, State, of Art, Leadership, Cleveland State University, Bryant & Stratton College, City, C, ##ahoga Community College, City State"
Courtney Lucas,Manager,269-914-6943,amcgee@example.org,"Management and Leadership, Microsoft Word, Microsoft Excel, Microsoft Access, Microsoft PowerPoint, Microsoft Publisher, Microsoft Outlook, Microsoft Visio, Lotus Notes, City, State, State Office",17,Project Management,No,https://linkedin.com/in/castilloshawn,Training,MBA,"Management and Leadership, Microsoft Word, Microsoft Excel, Microsoft Access, Microsoft PowerPoint, Microsoft Publisher, Microsoft Outlook, Microsoft Visio, Lotus Notes, City, State, State Office"
Carrie Moore,,001-982-867-0387,andrew72@example.com,"Cross, Edmond, State Business / Marketing, Oklahoma Christian University City, State Business / Marketing, Harding University City, State",1,Cybersecurity,No,https://linkedin.com/in/ojohnson,Training,Diploma,"Cross, Edmond, State Business / Marketing, Oklahoma Christian University City, State Business / Marketing, Harding University City, State"
Olivia Fernandez,Specialist/Quality,2589303093,brian61@example.org,"Quality Assurance, Work, University of Utah, Work, California State University of Los Angeles, Quality Assurance, HealthCare Rep",7,Spanish,No,https://linkedin.com/in/rcarter,Certified SQL,"Master's, Bachelor's, Master, Bachelors","Quality Assurance, Work, University of Utah, Work, California State University of Los Angeles, Quality Assurance, HealthCare Rep"
Robert Blackburn,Manager,608.646.0856x89327,sanchezrichard@example.net,"P, ##ks, Institute of Chartered",19,Microsoft Office,No,https://linkedin.com/in/tanya42,Courses,"Diploma, Diploma","P, ##ks, Institute of Chartered"
Kerry Brown,,247.747.1578x4510,farmerjoshua@example.net,"##al, JLG, ##cs",14,SQL,No,https://linkedin.com/in/hallchristopher,Certified Data Analysis,Diploma,"##al, JLG, ##cs"
Amy Woods,,890-818-2004x60383,pinedaandrea@example.com,"Teen Pa, Teacher Company",17,"Nutrition Program, Program, Pre, Related",No,https://linkedin.com/in/jacqueline85,Certified Project Management,Master,"Teen Pa, Teacher Company"
Kyle Gilbert,"Technician, Manager",001-878-347-3907x6435,mcdonaldalisha@example.com,Quality Assurance,10,Python,Yes,https://linkedin.com/in/davisjeffrey,"Certified, Training",B.Tech Mechanical,Quality Assurance
Elizabeth Webster,"Client/Technician, Managers",(320)266-9083x44791,jenniferlarsen@example.com,"HP AL, Estate, Umoja, LSMW, Umoja, Excel, HP / AL",1,Database,No,https://linkedin.com/in/brucecampbell,"Training,, Certification, Certifications, Training","Bachelor, Bachelor","HP AL, Estate, Umoja, LSMW, Umoja, Excel, HP / AL"
Amy Rodriguez,Manager,(680)449-4023x736,stevenweeks@example.net,"Central Missouri Math Ed, ##tors, Missouri Council of Teachers of Mathematics, Beauty Brands, Beauty Brands, Lees Summit High School, Brittany, Holden Middle School, Grain Valley South Middle School, State, UC",17,Python,No,https://linkedin.com/in/nicolejones,Certified Data Analysis,"Bachelor, Diploma","Central Missouri Math Ed, ##tors, Missouri Council of Teachers of Mathematics, Beauty Brands, Beauty Brands, Lees Summit High School, Brittany, Holden Middle School, Grain Valley South Middle School, State, UC"
Jennifer Clark,"Consultant, Manager, Manager,, Managers,",6415895635,crystalrodriguez@example.org,"Campaign Management, Lead Generation Marketing Communications, LinkedIn, Twitter, Facebook, Spiceworks, U, Google, Microsoft, Dynamics, ##H, Google",12,SQL,No,https://linkedin.com/in/john50,Certified Data Analysis,Bachelor,"Campaign Management, Lead Generation Marketing Communications, LinkedIn, Twitter, Facebook, Spiceworks, U, Google, Microsoft, Dynamics, ##H, Google"
Jeffrey Harris,"Engineer), Engineers, Engineering,",(303)729-7950,fstewart@example.com,"Port and Higher Education, Information Technology, State Man, Board of Commissioners, Port of New Orleans, Board, Port, I, T, Port, Board, IBM",30.0,IN,No,https://linkedin.com/in/xburns,"Certified, Training",MBA,"Port and Higher Education, Information Technology, State Man, Board of Commissioners, Port of New Orleans, Board, Port, I, T, Port, Board, IBM"
Valerie Gonzalez,"Consultant/Assistant, Manager, Managers, Technicians, Manager/Dental",786-866-1541x40950,hamiltondavid@example.com,"Microsoft Office, State, ##ed Recreational Sports",15.0,Medical,No,https://linkedin.com/in/wdeleon,Training,Bachelor,"Microsoft Office, State, ##ed Recreational Sports"
Charles Howe,,+1-344-314-5355x769,kirkdavid@example.com,"Contact Center Operations, Contact Center Operations, Microsoft Office, Sieb, RTA Ava, Operating Systems, Healthcare Marketplace, Dynamics",8,"Vista, Windows 7, Windows 8, Windows 10",No,https://linkedin.com/in/kathrynwoods,Training,Diploma in IT,"Contact Center Operations, Contact Center Operations, Microsoft Office, Sieb, RTA Ava, Operating Systems, Healthcare Marketplace, Dynamics"
Tracie Sanchez,,+1-540-760-0272,yburch@example.com,"Dillard, State Co, James",9,"Microsoft Office, Microsoft L",No,https://linkedin.com/in/mary98,Certified Cybersecurity,Diploma,"Dillard, State Co, James"
Matthew Cole,"Consultant, Specialist, Consultant), Manager",(256)517-2746,wilsonbrian@example.com,"##NOL, MS, Change Management Review Board, Technology, Oracle, In, ##fosys, Accenture, MindTree, Presidio, Salesforce, Oracle, OMCS",17,"Technology, E",No,https://linkedin.com/in/emily46,"Certifications:, Certified, Certification","Degree, Degree, Masters","##NOL, MS, Change Management Review Board, Technology, Oracle, In, ##fosys, Accenture, MindTree, Presidio, Salesforce, Oracle, OMCS"
James Sauders,Manager,(521)346-4201x544,moorecheryl@example.com,"AT & T, AT & T, AT & T, University of Louisville, West KY Teen Leadership Group, Bank",20,SQL,No,https://linkedin.com/in/richard97,Certified Cloud Computing,"Bachelor, Degree","AT & T, AT & T, AT & T, University of Louisville, West KY Teen Leadership Group, Bank"
Tracy Cooper,Manager,858.784.7112x9756,mhudson@example.net,"Access Hollywood Live, E! News, NBC San Antonio Living, ABC 7 News, Better Mornings, Miami LIVE, Relations, Media Management, Media, Digital Social Media, Social Media Management, Media",9,"English, Spanish",No,https://linkedin.com/in/julie72,Certified Data Analysis,MBA,"Access Hollywood Live, E! News, NBC San Antonio Living, ABC 7 News, Better Mornings, Miami LIVE, Relations, Media Management, Media, Digital Social Media, Social Media Management, Media"
Mary Singleton,,601.773.5043x43618,cgentry@example.org,"SA, MI, Auto, Renters, Peterbilt & Cummins, Paccar Roadside",11,Project Management,No,https://linkedin.com/in/peteracevedo,Certified Data Analysis,MBA,"SA, MI, Auto, Renters, Peterbilt & Cummins, Paccar Roadside"
Donald Robinson,"Manager, Manager,, Analyst, Analysts",(470)429-7456,deborah83@example.net,"SE, technology, Enterprise Resource Planning, Cloud Technologies, Internet Technologies, Knowledge of Product, ##cycle, P, Weston Educational Group, Weston Educational Group, Â Project, Table, DOMO, Florida, California, Weston, Group, Weston, Weston, American, College, Coast",15,Management,No,https://linkedin.com/in/msantana,Certified Project Management,"BatchMaster, BatchMaster, BatchMaster, Bachelor, BatchMaster","SE, technology, Enterprise Resource Planning, Cloud Technologies, Internet Technologies, Knowledge of Product, ##cycle, P, Weston Educational Group, Weston Educational Group, Â Project, Table, DOMO, Florida, California, Weston, Group, Weston, Weston, American, College, Coast"
Melvin Allison,"Manager/Travel, Manager/Administrative",974-722-2850,vedwards@example.net,"Power, State, Civic, Stanford, SOL",7,"Windows, XP, ##Point, Microsoft Word, Excel, Outlook, QuickBook, Internet, English",No,https://linkedin.com/in/ann12,Certified SQL,"Master, Bachelor","Power, State, Civic, Stanford, SOL"
Todd Peters,Engineering,701.359.1734x621,zhanson@example.com,"IE, MS, Firefox, Mozilla, State, Prevention and Management, Prevention, Materials, State Process, State, AS, Network Engineering, Moorpark College Network Engineering AS, Computer Information Systems, Moorpark College Computer Information Systems, Simi Valley High School",13,Adobe Reader,No,https://linkedin.com/in/johnathanlee,Certified Python,B.Tech Mechanical,"IE, MS, Firefox, Mozilla, State, Prevention and Management, Prevention, Materials, State Process, State, AS, Network Engineering, Moorpark College Network Engineering AS, Computer Information Systems, Moorpark College Computer Information Systems, Simi Valley High School"
Mrs. Diana Collier,"Technician, Specialist, Technician,",549-750-3812,kristenbeard@example.org,"Word, Ex, PowerP, IBM, TX, Laura, Burke, Dallas, Systems, Inc",5,"Microsoft Office, ##cel, ##oint, Outlook, Microsoft Operating System, Windows",Yes,https://linkedin.com/in/vreeves,Training,Bachelors,"Word, Ex, PowerP, IBM, TX, Laura, Burke, Dallas, Systems, Inc"
Lisa Jones,Specialist,2001-2010,joshuafields@example.com,Apple,8,Machine Learning,No,https://linkedin.com/in/ryan91,"DevelopmentCoursework, Coursework",MBA,Carnegie Mellon
C,,3133708949,brandon10@example.org,Salesforce,17,American,No,https://linkedin.com/in/avincent,Certification,"Certificate, Certificate",Oxford
Jose Smith,"Manager, Manager,, Managers.",001-303-981-7409x314,casey98@example.net,"Human Resources General, Human Resources and Administration, Healthcare / IT Company",19,Cybersecurity,No,https://linkedin.com/in/llong,Certified Data Analysis,Diploma in IT,"Human Resources General, Human Resources and Administration, Healthcare / IT Company"
Michael Berry,"Co-Owner/Manager, Analyst",1993-2007,grayandrew@example.com,"State Palace Pet G, Palace Pet G",7,"Microsoft Office, Microsoft Word, Microsoft Outlook",No,https://linkedin.com/in/stevenmeyer,Certified Machine Learning,Diploma,"State Palace Pet G, Palace Pet G"
Rebecca Marshall,,+1-605-302-6209,nicole45@example.com,"Council, State, Studies, State, State, Emmanuel",2,"Plans, Plans, American",No,https://linkedin.com/in/johnsonpaula,CertifiedÂ,"Master, Bachelor, Bachelor","Council, State, Studies, State, State, Emmanuel"
Gregory Lee,Engineering,001-574-953-2210x711,april77@example.org,Salesforce,18,Cloud Computing,Yes,https://linkedin.com/in/madison52,Training,Ph.D. AI,UC Berkeley
Jeremiah Mckenzie,"Specialist, Engineers:",400-305-3279,larrywilson@example.org,"H, ##C, Georgia Society for Health Care Engineers, Georgia Society for Hospital Engineers, Georgia Society for Hospital Engineers, Georgia Society for Health Care Engineers, Georgia Society for Hospital Engineers, Georgia Society for Hospital Engineers, H, Siemens, Inc, RF",20,Excellence,No,https://linkedin.com/in/perezkeith,Coursework,"Certificate, Master, Bachelor","H, ##C, Georgia Society for Health Care Engineers, Georgia Society for Hospital Engineers, Georgia Society for Hospital Engineers, Georgia Society for Health Care Engineers, Georgia Society for Hospital Engineers, Georgia Society for Hospital Engineers, H, Siemens, Inc, RF"
Nicole Waller,"Specialist., Specialist",621-874-3423x6588,erin21@example.com,"Elementary, Elementary, Elementary, Lexi",5,"Psychology, Psychology, Psychology",No,https://linkedin.com/in/tara27,"CertifiedÂ, Certified., Certifications, Training",Certificated,"Elementary, Elementary, Elementary, Lexi"
Raymond Bishop,,628-623-7431,xglover@example.com,"Information Technology, City, State, CIT, KCTC, CIT, Information Technology, Name City, Cisco, STC, CTE Unit, L, Help Desk, Â, City, State, Â, Computer Information Systems, Murray State University City, State Project Management, Data Analysis, Murray State University City, Murray, State University, State, Technology, Microsoft, Microsoft, O, Microsoft, Microsoft, Google, Microsoft",18,"Python, Visual Basic, C, C #, Python, Java, Javas",No,https://linkedin.com/in/hayley47,Certifications,"Master, Master, Bachelor","Information Technology, City, State, CIT, KCTC, CIT, Information Technology, Name City, Cisco, STC, CTE Unit, L, Help Desk, Â, City, State, Â, Computer Information Systems, Murray State University City, State Project Management, Data Analysis, Murray State University City, Murray, State University, State, Technology, Microsoft, Microsoft, O, Microsoft, Microsoft, Google, Microsoft"
Maxwell Hernandez,"Manager, Consultant/Senior, Manager/Architect/Business, Engineering, Analyst",001-624-657-9293x8369,slove@example.org,"Information Technology, Health Care Executive, Public Health, Beha, ##vioral Health,, Medical Examiner, Health Insurance, Now, ITIL Active Directory, 365, Project Leadership Academy, Academy, Health Care Agency, Electronic Health Record System, Public Health, PACS, Pyxis, Land Management, Project Management Office, PMO, Department, Department",6,"Ce, Ce, Ce",No,https://linkedin.com/in/haley73,Training,B.Tech Mechanical,"Information Technology, Health Care Executive, Public Health, Beha, ##vioral Health,, Medical Examiner, Health Insurance, Now, ITIL Active Directory, 365, Project Leadership Academy, Academy, Health Care Agency, Electronic Health Record System, Public Health, PACS, Pyxis, Land Management, Project Management Office, PMO, Department, Department"
Ms. Jill Henson,Consultant,9108658195,jonathon27@example.net,"Co, ##mpTI, ##TI, Systems, C, I",15,"Information Technology, Microsoft Office, Adobe Creative Suite, Java, Java, Action, Management, Windows Server, Windows Phone, Mac OS X, ##OS, Microsoft Office",No,https://linkedin.com/in/matthewbell,"Coursework, Training",Diploma,"Co, ##mpTI, ##TI, Systems, C, I"
Clinton,Manager,001-307-923-4805x6391,sarahsanchez@example.com,"Baker PR, Lord & Taylor, National Center for Adaptive Neurotechnology, Complexions Spa, The Port of Coeymans, Creatacor, State, Anderson, Anderson",7,Cloud Computing,No,https://linkedin.com/in/hhobbs,Certified Machine Learning,"Bachelor, Degree","Baker PR, Lord & Taylor, National Center for Adaptive Neurotechnology, Complexions Spa, The Port of Coeymans, Creatacor, State, Anderson, Anderson"
Laura Smith,,318-243-9294,jeffery57@example.net,Amazon,17,History,No,https://linkedin.com/in/ymclaughlin,"Certification, Training",Bachelor,Cambridge
Kathleen Brock,Manager,54054057,christina74@example.org,"AB, University of Texas at Austin, Stan Richards, of Advertising and Public Relations, UT Austin Public Relations Student Society of America Texas, McCombs School of Business, UT Austin, La Femme New York, H, Media, State, Google Analytics, Kissmetric",18,Cybersecurity,No,https://www.linkedin.com/in/alyssa-neilson-54054057,Certified SQL,"Bachelor, Certificate","AB, University of Texas at Austin, Stan Richards, of Advertising and Public Relations, UT Austin Public Relations Student Society of America Texas, McCombs School of Business, UT Austin, La Femme New York, H, Media, State, Google Analytics, Kissmetric"
Logan Mathews,Manager,(906)854-9096,michaelrobinson@example.org,"##P, Inter, Resources Super, FLSA",3,"Office, Excel, Power, ##oint",No,https://linkedin.com/in/ifarmer,Training,"Master, Master, Master, Diploma, Bachelor","##P, Inter, Resources Super, FLSA"
